num_stage,stage_time,dis_fraction,dist_to_water,truck_consumption,water_per_stage,prop_per_stage,dist_to_sand,dist_to_fuel,mob_distance,sand_footprint
57,103,0.8304161951466978,92,12,736993,52,97,159,22,0.49226399091474665
89,211,0.19300434581953596,149,21,974371,91,25,76,57,0.4449271223646824
69,109,0.44818700604018813,97,11,987074,29,8,72,62,0.24237279040230508
68,182,0.3947702626083561,22,20,597507,61,99,72,231,0.05969744359660978
66,179,0.3386964292323489,98,21,739369,73,84,199,97,0.3551959640409076
132,130,0.0902308050535442,149,12,339517,33,162,173,356,0.27728389533630876
133,152,0.43661773057675257,56,23,436204,64,112,52,464,0.01753601860895898
113,186,0.1758909318332318,29,20,507445,27,171,20,228,0.2765730755258438
75,221,0.7909267427892435,18,19,635884,60,170,141,29,0.05296007346154591
113,195,0.13214148608695508,165,14,751172,17,39,104,471,0.32700809189179814
132,99,0.5313053026618807,38,13,235262,80,198,119,57,0.11123895185829286
75,212,0.36200230058073135,69,10,607908,72,57,98,252,0.09283499478024076
130,158,0.7622661810845681,40,13,205102,39,7,68,308,0.04822332741305407
78,171,0.804519586870587,42,10,574918,41,39,132,56,0.243047201122517
100,233,0.5464598218143528,127,14,337467,46,64,130,146,0.24778660167116778
63,238,0.5884966231953888,196,19,712214,17,123,194,437,0.4920194008750942
120,113,0.23552410434698834,129,20,252312,50,70,82,483,0.4952952754345004
142,217,0.2596620724486356,162,23,875262,80,197,4,69,0.29236940154522234
120,76,0.3727773092840513,51,20,979646,65,150,189,130,0.28021492310402296
101,193,0.9463530249478448,30,19,768913,13,121,7,129,0.24255413091164152
31,211,0.0950375186495882,153,11,109242,85,33,154,146,0.3053195451991433
83,64,0.3612629872416431,51,22,190802,65,132,61,2,0.4923788945907793
52,197,0.3071699641276858,51,16,112603,21,168,179,438,0.09624384353458104
104,86,0.16996554367731875,175,24,468279,74,181,52,430,0.38487820306046466
90,235,0.023920412150923775,120,21,842559,76,25,37,246,0.06789299390081016
126,229,0.9125220060402427,191,19,367155,81,172,99,66,0.43649717903276436
47,151,0.005874800419334636,121,19,861935,17,123,76,393,0.32139706544809055
86,78,0.27056839022029344,83,23,534828,92,0,8,27,0.44237742215003073
83,147,0.9585493894552338,30,14,177950,38,104,118,45,0.13111157334746082
42,227,0.4348092395812799,124,16,433203,34,60,81,254,0.31205407763983245
128,221,0.7400111259933639,49,10,799810,41,69,199,402,0.2185821766829235
120,93,0.023895945726181256,93,12,265938,35,7,53,429,0.4264365290065843
130,188,0.514906630339776,170,24,831779,79,55,156,2,0.23421329287463466
91,112,0.13280486078321563,6,19,790616,22,46,4,405,0.004449641992196718
81,80,0.164041132168549,124,20,740800,82,70,70,449,0.05374476507605347
58,158,0.8191350991426122,131,18,633146,52,50,100,435,0.1101957673434692
70,137,0.583236119661979,49,22,285192,14,120,94,400,0.22616522009573442
101,83,0.543473933431366,66,13,591784,90,52,11,239,0.18017363111464296
96,74,0.9301816353564331,95,22,174904,46,18,197,381,0.05739543942348907
75,131,0.820424988789884,160,19,519291,62,98,140,488,0.1436955045449676
123,138,0.42486969749143433,190,22,333300,37,141,177,222,0.18620074220129268
68,140,0.8926321430810997,122,12,171122,93,191,28,233,0.17898476117263618
49,127,0.5803553742639299,172,20,496389,28,147,44,7,0.12685456504846132
79,64,0.43626992111889806,81,19,627103,77,39,169,406,0.1887154756790525
84,85,0.30034255773884855,7,10,227486,22,118,118,152,0.26722718568892223
148,127,0.24428763145194554,89,19,681273,92,121,104,225,0.2641953989671044
113,157,0.8210468959466746,40,22,414548,98,112,114,347,0.47667074376670837
59,155,0.8730800115463403,41,16,518638,54,134,46,10,0.23129948133827477
90,79,0.6056750793872728,31,23,262518,44,91,164,260,0.3873374134498744
40,180,0.7022989340400232,195,23,597073,20,198,112,8,0.46994268583728305
121,79,0.462849849438432,149,13,212458,90,40,143,267,0.0414947462865195
92,161,0.8346090542596406,17,21,632269,18,186,149,294,0.0067004048660690985
52,186,0.002473822033578821,43,14,201166,13,20,195,135,0.02625757436174142
104,72,0.40760626091793495,81,13,752625,54,1,169,490,0.3653862342975928
121,192,0.0318097153771415,20,19,546903,65,157,149,150,0.16048690740121224
99,195,0.7319460772721437,0,13,649266,91,85,144,33,0.4290966545178663
37,180,0.36384347062038214,153,22,811666,52,92,52,447,0.12206192487022133
124,106,0.5021947573592067,192,22,449116,32,4,164,100,0.14366996397185944
59,129,0.9723288788462431,56,24,142383,65,49,182,363,0.4698983760783855
97,145,0.4797214024661961,174,14,613138,97,116,155,464,0.03596142365420146
85,67,0.28641396847887146,1,17,423241,97,106,191,401,0.37904762352340227
100,100,0.560801561974432,88,23,706237,96,71,175,176,0.4268422518135593
116,72,0.06658021819382565,52,11,807051,11,83,79,44,0.2178486121651329
59,232,0.412639478637565,21,17,520707,63,70,141,484,0.46537963421285666
68,229,0.6183954403205453,127,21,107661,61,102,141,23,0.2885118039200506
42,145,0.7925246038528683,141,22,973681,71,77,67,83,0.3691439275172233
92,213,0.5990119231681654,9,23,191240,99,80,156,65,0.2110795030834441
69,67,0.9378815663732557,82,14,342478,20,20,180,122,0.3609247681244606
144,86,0.827482349392719,185,12,487163,56,59,82,387,0.28346011683332745
72,215,0.03903143433512124,149,22,173684,17,94,19,338,0.446964641706974
39,136,0.806192899820642,148,22,211388,54,48,175,93,0.3568083968434343
64,119,0.27048600340437046,113,14,456331,88,177,191,140,0.34329107856672864
131,155,0.7510360299899411,99,16,634811,83,188,39,376,0.42412261513111527
97,206,0.7682632419525414,104,21,211801,29,140,18,282,0.4821147910811073
116,83,0.40894840808539423,159,12,799327,40,55,155,41,0.09140756960764579
145,149,0.5179141662215294,117,14,244711,97,56,164,363,0.22718532805818775
123,197,0.0046953504274357405,177,15,162320,75,81,124,412,0.2024537940316004
96,225,0.9788010698504889,181,21,191238,44,122,189,278,0.18383499746777748
81,137,0.6241458636312458,62,21,851307,22,19,158,46,0.041035610755998986
40,237,0.5380111611099438,4,10,534316,64,186,28,152,0.3877637211046667
82,106,0.33781351445577246,154,21,396929,35,167,122,471,0.029989840842075677
82,101,0.4442390304831021,111,12,295546,33,112,171,275,0.1990145014943655
51,239,0.9976367292676999,198,16,604514,54,130,173,305,0.2854523203179621
103,60,0.4245360087000951,78,23,453631,34,22,154,142,0.16077321380943155
44,178,0.2505039248138623,151,14,263901,45,76,95,100,0.06346250511752677
36,179,0.8011711228330178,123,13,281180,65,89,45,484,0.18531402632978067
95,83,0.8384024801114014,39,24,200792,84,187,163,461,0.3720964492332775
142,208,0.24017167882525725,80,22,247536,21,21,42,272,6.07546697211081e-05
110,179,0.1624421329212694,165,12,545895,51,15,115,463,0.05650553154469018
76,225,0.010868282140768959,188,11,562189,96,71,1,460,0.02622435102961268
47,116,0.6771737873603919,4,18,575600,81,99,107,319,0.20291643118819058
55,96,0.027966940475587787,146,14,801516,25,171,187,189,0.10244309201288831
78,172,0.5915269337248081,83,18,971082,58,5,88,379,0.44550539117237464
49,132,0.5001706460864963,165,20,896917,42,87,35,204,0.12095785247366092
35,117,0.6699795088143478,155,19,979410,44,85,75,293,0.34323895305337215
116,188,0.3129361632193949,68,23,358772,98,134,179,386,0.4243647526612971
60,112,0.0024574986478077543,105,13,596261,43,35,109,263,0.14620460007032288
49,152,0.16537377998498792,64,13,783758,77,120,98,78,0.026954006925312135
88,62,0.8402103171193723,140,14,126629,77,174,165,166,0.08846871146250901
47,157,0.4038726045540064,107,19,339144,75,152,115,43,0.3623954097218337
31,152,0.14363083483346262,38,18,549833,22,104,79,203,0.15726435240972103
116,208,0.0004834850498358634,88,14,577618,69,115,196,398,0.3543489799407956
35,180,0.18964040900239643,96,13,890454,34,154,53,378,0.14613937695242613
73,60,0.8997960717825408,127,16,265119,34,98,184,330,0.4894057113509816
77,64,0.49143408414730183,18,12,370298,17,28,124,274,0.44640482395048703
75,192,0.3985132458692552,12,12,102783,47,27,178,420,0.0446161065414839
63,187,0.6812216938849293,190,21,449318,46,174,183,34,0.44043765110629657
134,71,0.828002171603054,83,18,208379,43,185,38,450,0.4208488607636308
144,176,0.5403752589293881,98,10,147550,22,71,136,179,0.27081080873813895
118,153,0.8152837951665997,65,21,569474,47,172,13,81,0.2660294836261267
103,103,0.6151306265340962,4,20,799661,71,137,144,313,0.3473487594028535
73,113,0.05026880074302831,191,11,734858,24,26,181,228,0.15026285733929529
35,130,0.8765546964599723,0,15,810803,86,20,16,334,0.00728523065618053
111,157,0.4425143708304301,191,15,538111,47,165,28,250,0.40601043820894556
145,229,0.2989295709099322,145,16,593777,51,161,141,314,0.16176877261827083
116,145,0.01685316325093056,147,24,447314,78,137,189,418,0.10697890779923386
110,144,0.521905212657341,186,23,925181,27,108,154,413,0.24432542986454364
95,62,0.9548369485151128,190,17,222640,11,175,125,105,0.0860581468171952
49,152,0.9356760725994285,176,23,407458,31,56,4,264,0.235307069522037
69,63,0.6538828836541782,168,23,253050,93,128,155,263,0.4588022929165549
49,180,0.9983800794786418,40,24,417603,26,11,151,349,0.3288885907543217
108,177,0.77044787344703,171,14,910176,89,71,115,6,0.12940159741320206
62,212,0.7821947378222006,71,23,331611,85,61,169,406,0.43645485325089156
98,93,0.9564447593869246,178,16,771517,17,71,113,329,0.09689545545067141
112,188,0.971948875578673,26,11,109681,73,131,181,52,0.05135760980731985
64,125,0.029428438805214063,96,24,777801,20,116,179,59,0.051168327577325035
97,121,0.963110486478756,63,14,391492,82,18,77,64,0.06240636008346795
108,230,0.44620902685821917,6,14,556176,94,108,138,38,0.4161136550752344
45,154,0.22283081224595835,190,12,483604,86,142,69,141,0.08992639681144282
126,182,0.2509360601922088,67,10,249748,49,68,96,468,0.26936039656591065
146,235,0.7873346287423889,149,21,499529,57,171,180,72,0.41531564941593496
139,169,0.6646482844371632,68,23,301449,54,135,97,320,0.4510377371152538
45,142,0.31337750679149967,37,13,165928,21,73,121,153,0.4070337489219108
33,201,0.9130252740185755,164,13,822632,78,46,181,392,0.24469433276574254
149,75,0.9543204147433207,168,20,742838,29,160,128,77,0.07405052415986701
68,170,0.788010255915353,113,15,949685,40,8,95,162,0.011831377253367081
105,65,0.9692371043882451,159,12,720122,31,23,163,16,0.2826212666452582
104,103,0.6986218951985641,1,12,106773,47,46,110,68,0.4403922440415
119,238,0.2611544431164372,39,21,470852,68,148,146,347,0.15607054918606433
93,103,0.12649829557137637,42,24,922334,86,17,8,234,0.42609751397753853
116,80,0.3139177984749407,25,19,795434,49,39,178,314,0.4920681803603765
148,159,0.947046457609924,101,20,968375,53,34,7,205,0.006996578684817623
44,122,0.7138866687967103,6,24,385306,59,100,91,147,0.32168015412740764
77,200,0.07029009163291633,67,20,385857,51,169,135,240,0.2099277043959628
82,228,0.7317527024624024,35,14,310192,21,82,22,443,0.2900118994294711
33,213,0.8359638067907914,70,22,492298,95,33,53,184,0.2650377329134065
81,188,0.9884507989011249,162,12,947752,78,183,66,170,0.22994493474462802
128,221,0.40629417541106616,127,21,570075,73,10,74,244,0.11879957060322988
37,88,0.36633467162253364,163,14,240066,29,64,37,149,0.05515044877307723
92,219,0.041370405938095045,117,18,961947,71,190,131,1,0.23154980678517784
143,236,0.6801307637379459,50,20,792389,47,144,32,494,0.365488218060829
108,130,0.434077007735568,183,19,786770,24,43,198,348,0.41737252564212746
122,231,0.25073130504038843,151,16,100865,60,128,77,381,0.17168360131734012
41,159,0.16583599800883397,104,15,870176,36,59,88,223,0.2336904490507239
136,194,0.7133067716615181,131,17,182583,32,130,36,110,0.08641639719683514
135,108,0.8390623488801073,126,15,315973,56,87,159,85,0.1767873115811453
136,206,0.8360603538255146,171,11,377931,30,41,134,366,0.041154453716414074
66,196,0.7140892034291637,146,22,577192,49,1,137,35,0.4819691811664855
105,189,0.7398779748879609,96,12,642919,14,100,93,387,0.4096382824359938
83,65,0.2959791171701357,17,15,302271,82,105,195,414,0.35341379933906714
47,208,0.676541541251848,115,16,153766,70,133,1,275,0.2400292812463224
34,127,0.899094922104863,59,20,685935,98,128,11,80,0.12829957893767424
126,100,0.8580275900750959,29,21,854341,33,147,72,76,0.3141438807547978
91,119,0.7274956528646184,41,22,318714,92,139,140,427,0.041011155197651916
110,181,0.9575359021748406,16,11,747801,85,30,168,92,0.3984455062965299
69,143,0.8010375159919785,109,24,505195,37,33,72,207,0.1377622518265864
147,202,0.9883779689491261,82,11,825869,50,162,137,422,0.2926424990152402
69,215,0.28875996562681616,72,13,748691,21,77,52,18,0.1758360872256034
55,178,0.8163345667431176,34,18,837412,62,29,180,191,0.2708853581865088
43,199,0.48487346423124533,67,17,179301,83,153,118,414,0.4457782179231199
83,116,0.9430417264946129,143,15,291589,23,35,9,58,0.3776787267214449
51,71,0.6613414662758221,187,12,552280,11,190,86,157,0.4892420973150058
144,236,0.3256924504593558,190,20,777158,15,174,2,157,0.0976348776079703
144,66,0.346312880339151,160,12,426575,33,108,30,2,0.33213352439429794
111,171,0.5248332675050009,172,16,739578,90,170,56,15,0.394567865727062
104,217,0.24962259834961853,120,22,451956,58,189,27,448,0.08171918160022301
72,221,0.9740361919723162,127,10,419196,23,158,197,389,0.4486207706916032
115,133,0.8668622652307181,61,21,945745,53,188,62,316,0.14344523225543787
127,211,0.9183535708122464,167,18,154651,71,113,16,361,0.04468640720357703
141,79,0.9346836170454337,124,13,974065,92,0,77,462,0.0026814529706261636
102,104,0.9700011825217164,193,13,746936,42,192,19,289,0.13390176522481678
35,120,0.569625563812336,192,24,949040,43,179,46,309,0.28259080275979265
47,107,0.9326845110208348,113,18,783262,71,90,157,37,0.39323289158087527
57,159,0.8019147888325927,98,23,280628,56,82,55,98,0.4309094016159373
69,69,0.7055672251521742,9,23,672701,71,185,165,420,0.14830532549361458
59,234,0.6491550736376803,87,12,127656,89,27,2,115,0.009287505427610199
75,121,0.8110751080064725,25,10,998027,79,115,102,130,0.33885523956289315
120,166,0.6035413968710026,95,11,892652,76,105,68,17,0.29954879824714614
87,137,0.5577335247100861,174,18,964045,63,157,111,491,0.30045754084899723
104,219,0.15269904798681966,42,11,461168,18,30,7,366,0.24007200577096088
111,195,0.6723796609674704,40,14,968483,14,57,13,30,0.23208528417193885
121,197,0.704541750447052,192,15,282620,60,7,120,295,0.43293047613669966
75,155,0.986624655938986,123,13,881544,19,188,54,164,0.34575841573533017
127,179,0.9980508865027192,169,19,808983,54,17,53,313,0.4416194166859962
144,154,0.04787781929514112,11,21,198098,19,13,62,68,0.39957217291922836
146,232,0.8580614799287704,27,13,577377,57,72,50,390,0.1192046599443835
143,198,0.4604579059206022,77,20,185652,98,35,73,121,0.2243941952296561
31,149,0.775191729094599,143,22,990999,20,79,55,387,0.07907657878775276
120,68,0.8531024968863545,74,16,145145,12,154,99,130,0.2340502691906391
82,177,0.9956092677198314,39,14,531181,79,116,177,148,0.01554189646565124
77,93,0.770785692302315,60,14,908956,46,187,126,399,0.39860911042683916
85,121,0.4006978914520556,154,12,300522,87,50,176,92,0.32898792239977354
38,139,0.14279628130942168,38,23,808438,35,83,185,101,0.02641432889636358
93,144,0.5650815882338623,39,17,261984,96,122,67,256,0.13173548569273702
37,179,0.1644059786175377,0,11,302882,72,64,155,5,0.022623997567514542
105,169,0.785701123724657,185,20,264463,18,105,2,170,0.4541267553839477
73,99,0.6179752754946511,26,10,539441,36,163,167,432,0.1561229913719746
33,134,0.6227460466234271,26,10,530469,75,160,194,491,0.4572496352809685
137,137,0.4486246751928983,168,15,978721,93,51,180,438,0.3779245721983416
146,156,0.6129235833191105,61,23,870928,95,70,128,402,0.02587353013642324
43,150,0.716188875020372,52,20,382758,94,0,123,359,0.19760490107662387
105,183,0.3112960658251811,79,24,929622,87,7,130,401,0.15256302329594723
63,68,0.24622699931461545,2,12,939836,61,15,10,71,0.2039363837161981
109,155,0.48002552372341,175,19,820251,34,157,107,232,0.06628552934474646
116,231,0.7390503110658029,0,14,146855,43,74,160,466,0.46319480378899186
148,205,0.5463092153366075,115,10,203265,43,79,66,296,0.011242787977208957
84,108,0.17236684722978746,44,14,636135,71,88,157,423,0.28192966948738374
35,142,0.6624845729540763,120,12,590606,56,108,122,159,0.4262608199707922
118,68,0.7774714156981534,2,23,182781,38,36,195,86,0.29224696487721125
88,116,0.38616507374770237,74,24,455071,83,74,30,147,0.46765680691601863
44,153,0.4527452021213706,160,14,756513,52,40,89,279,0.12531353029730347
77,93,0.7607431265874093,99,13,165519,14,87,138,131,0.29487614983144234
39,91,0.17558682287686966,198,13,689866,26,106,38,347,0.49192094094655736
90,162,0.26874375813991114,162,17,705248,88,126,174,130,0.2675062179888579
148,77,0.5073489168883459,155,12,250643,95,2,42,51,0.2861321476720655
134,238,0.6741248886525381,8,15,124213,38,83,70,471,0.3006329714262536
33,60,0.6729658635493012,101,11,827275,39,171,13,280,0.11399575917744936
34,164,0.6438616703317377,147,11,837503,64,86,118,148,0.278769391417339
129,216,0.44660398246943456,61,11,369118,43,71,135,452,0.17949165131988337
137,71,0.6859828242233061,181,18,961933,64,46,174,385,0.01157579124221253
131,198,0.6537824262800036,25,13,833995,95,11,159,321,0.15233691590292237
38,179,0.2194547059518459,15,18,348073,11,113,76,355,0.18540873235212435
131,108,0.5445801130467421,153,15,754618,12,95,47,409,0.1101236317776681
126,163,0.2105199599976395,198,12,158674,24,7,81,43,0.49492723120109594
54,172,0.5656309783472251,142,20,202359,84,66,52,241,0.35104112652120323
89,140,0.8638329701817467,71,12,950074,42,107,3,260,0.05171901871719781
127,154,0.250528910296703,59,20,642881,10,75,40,5,0.18715389003692057
123,195,0.03311405072368334,133,23,513541,75,68,148,83,0.26947295274536187
145,142,0.9728167404529235,43,17,305443,32,135,95,41,0.0028091641716229687
43,75,0.27671625757129426,85,17,116914,30,147,57,212,0.4814172558583107
137,234,0.5460467078263529,130,22,691141,27,66,23,9,0.2165519538539163
49,141,0.03180381155467016,139,22,987416,24,175,35,288,0.37410207253110994
55,122,0.7913443241575137,14,20,439249,99,70,129,52,0.3052158998545495
147,120,0.22910324097064272,54,20,472011,94,158,141,408,0.23046966666723506
96,147,0.7067248980606523,91,10,939938,32,32,132,481,0.47401073669171856
56,91,0.42040352089700694,174,15,275946,82,28,28,106,0.25781398513919557
134,163,0.5964678776305118,75,21,726278,85,92,119,236,0.1799559083364809
46,82,0.012827614576051971,74,16,315167,99,57,10,267,0.2579384871934079
149,219,0.936632665229883,8,22,490495,26,105,176,61,0.3085850336623703
145,198,0.6180277571556348,118,19,621758,72,26,105,293,0.0004214499667588023
141,185,0.9412014762191332,39,16,494194,22,136,96,111,0.28182140797139565
107,137,0.5274726410078158,23,19,699343,95,30,141,281,0.05528682215570718
73,98,0.6424745270828801,64,14,983737,41,36,113,385,0.4962947300573031
138,187,0.010126833139603053,168,18,913745,69,143,6,183,0.08052495062939313
30,119,0.6646408433128284,74,20,400367,51,9,61,37,0.4581813604937987
88,172,0.3396959653973154,53,12,406480,78,134,57,45,0.3614537701704288
99,239,0.04881544913194513,5,17,353637,76,124,113,290,0.12867820834585686
114,132,0.12099834708154067,100,17,344394,52,171,193,484,0.2646236118021176
46,234,0.26830124886838036,162,24,173146,26,121,186,377,0.40051449874474115
137,207,0.5873618017458127,12,22,244483,24,45,22,265,0.4055372750079304
45,118,0.764614246489589,98,19,907274,24,81,32,231,0.017152885273038265
84,97,0.5320831128502073,193,19,142220,48,122,164,450,0.14907816394833723
88,113,0.33261273116873113,130,20,709643,57,184,86,498,0.45457554178665394
62,116,0.5387998646589404,148,10,868896,21,69,178,14,0.3764628305266329
86,167,0.13683706955359565,181,14,374711,63,109,92,72,0.2451297517075695
147,124,0.8817666011036634,96,16,468297,99,153,53,231,0.3566042722068258
103,140,0.6654846886590435,138,11,263644,72,165,122,41,0.4534771286809947
35,79,0.5829814287251124,52,21,832965,27,26,167,70,0.07882280335529263
83,181,0.915125804581312,198,22,976237,87,95,59,293,0.08246725632757956
105,95,0.3548996241475718,153,20,229028,63,114,136,259,0.4793414430939509
84,110,0.1137359537304885,114,18,665972,79,179,143,348,0.30611051132923406
81,183,0.3401540659752942,84,10,139958,19,137,155,111,0.2538066111296066
45,80,0.7147532965895369,28,13,376045,57,157,182,111,0.072282589313798
102,111,0.826860033754099,25,24,566514,66,131,30,47,0.1287372917882071
42,137,0.5499830258187159,169,12,346510,94,181,87,487,0.3464035490484181
49,92,0.46544989585137186,107,11,263041,76,118,60,391,0.41935483578788973
78,141,0.6810095863863094,177,11,289080,30,101,122,61,0.16780689380349906
46,216,0.16691357205237622,110,22,176978,80,47,194,381,0.0923137860836526
143,211,0.3137908395753406,48,12,933654,54,19,55,72,0.24755155137196128
51,191,0.4771264234551359,155,23,128378,53,76,78,74,0.011204209411279586
135,94,0.9726282995617013,165,16,674224,37,177,84,445,0.29248050337550036
100,110,0.009689879169479498,113,13,935200,19,15,53,348,0.3605994415101149
82,79,0.7858174323606557,175,24,422915,17,130,19,459,0.4546097234313751
117,111,0.8630753510085178,110,23,938898,19,49,61,258,0.4386560529042664
130,141,0.9971431719989923,25,14,104958,92,183,47,419,0.31198110123138917
56,115,0.8078487108070116,91,17,338162,37,135,117,241,0.24980285960442833
142,142,0.40086522461641716,190,23,142355,47,26,180,387,0.3570189807251428
81,81,0.8931586640347563,141,12,733692,60,58,175,105,0.29657752324303915
74,138,0.4131194182983021,162,14,876532,23,70,10,313,0.15302821042816117
103,210,0.23013000162707542,71,10,790029,42,138,67,358,0.1118763893464032
146,78,0.9928522273428162,6,21,758929,38,40,31,377,0.046681703945598285
131,143,0.897535700086097,26,19,535153,58,58,147,370,0.3897514717907259
74,172,0.9483921065605444,87,24,955659,35,95,156,304,0.42563054113862436
82,198,0.11522135738242156,109,17,269897,51,39,120,237,0.11067462060694017
91,144,0.19720771396164571,192,22,757566,59,69,47,395,0.21694311207471217
80,137,0.7380781964716543,41,11,900747,99,171,59,379,0.1687834902122876
144,174,0.18039132538014857,47,19,503176,59,128,195,380,0.37448145934689975
56,220,0.792489399511833,88,19,755600,22,80,189,195,0.04658984812267192
71,191,0.9029223520031466,125,16,974226,41,76,164,40,0.013313325196428416
53,231,0.9916958562904488,23,16,979533,45,34,23,237,0.2685418202430884
100,78,0.929690978206265,86,16,166533,71,187,160,383,0.26324450026520807
116,167,0.7413003952499495,38,23,982878,78,99,123,213,0.07768623752263343
68,75,0.41313666676085126,77,24,883968,85,194,104,369,0.26431618683209523
120,67,0.07666529971201164,63,16,221052,56,41,128,165,0.002536995843634149
69,196,0.3454961854332649,2,24,812544,68,64,74,385,0.38597267835889915
36,91,0.26742213446517926,23,17,545695,68,85,199,390,0.14014952978085188
133,148,0.8324172779587234,196,11,176773,76,10,30,168,0.12020393793393042
72,131,0.4035738188156147,29,15,511116,81,175,94,287,0.057284874478998826
33,116,0.2060636022870721,89,11,183980,22,46,168,398,0.28075402380481845
129,230,0.4991386835678837,88,10,717755,52,140,5,20,0.4048957011264496
105,217,0.49832490065895674,187,10,413284,95,119,198,181,0.2692053423636088
93,229,0.4783830163728552,56,12,346694,48,30,72,361,0.18400582972280893
110,73,0.775644592839385,39,12,709945,14,188,129,220,0.23029617049316264
91,154,0.07612010497914612,28,17,432991,19,127,197,53,0.19591461243547725
92,188,0.953631173413672,68,20,245217,97,78,42,116,0.2639228287300401
106,120,0.7763918287704565,94,12,871927,63,166,187,478,0.09955363461419164
40,146,0.9767633566051184,120,18,664488,56,113,125,144,0.04265421646027612
36,73,0.23047272287457188,137,24,817485,17,63,165,279,0.45131687856279656
45,147,0.5442820824521835,177,12,412370,51,135,76,195,0.18882967774917642
131,231,0.7914868753142154,100,19,675518,89,19,13,98,0.32042488827425414
57,125,0.6447426520466791,63,12,775087,75,68,189,481,0.3498059754292182
113,211,0.091268418197327,195,20,981356,38,141,19,480,0.07109302237773818
58,143,0.6961391493398456,177,11,915476,27,164,135,208,0.41058903158612514
86,108,0.4848824379034907,29,18,474397,28,1,169,309,0.04791995633456103
147,215,0.6357073552676294,33,19,141256,99,193,90,141,0.4736749051948258
55,88,0.6511548879176328,187,21,584418,39,40,124,495,0.13907252262220293
98,153,0.6935282676021866,89,15,679521,12,102,147,296,0.05466203780050771
38,215,0.18318070564369038,137,11,625019,67,100,123,103,0.24820587657141824
46,170,0.18091958915414086,8,18,109631,21,180,46,67,0.027408255868748788
61,83,0.8541290076243568,131,20,592092,91,66,169,325,0.3561346783705936
81,121,0.43027454470191495,112,14,746267,61,51,152,298,0.08108553299687438
54,167,0.6925455323009466,7,15,654834,18,110,120,429,0.20766452967358562
121,84,0.437730701103481,27,10,805634,37,75,24,462,0.3735127077187317
80,198,0.6835888050510371,124,21,335742,13,29,87,313,0.14602428160701353
142,70,0.8495345920583146,193,11,142116,68,12,67,493,0.15144619652793195
134,185,0.9076341563153827,187,19,363647,78,64,36,210,0.3803844596054457
104,218,0.6609811329874303,0,12,909547,87,61,187,493,0.10601970689337453
144,141,0.37384862951920794,55,24,867195,80,21,73,148,0.4755914895943698
36,90,0.4298275233890345,69,12,273369,90,40,197,475,0.37756409337744473
57,201,0.2446751128440664,184,15,825116,10,62,121,96,0.19465672019861896
75,69,0.5175333198349645,156,24,803630,57,197,130,72,0.327563454245868
46,69,0.36900123128131446,112,23,986652,89,149,52,304,0.3620348418453539
100,96,0.42058001232790887,192,12,483507,22,94,27,163,0.27993932535725496
148,168,0.45919474402084703,174,10,760908,44,33,5,318,0.15950477200436214
101,96,0.7545082674690885,171,13,761208,12,183,175,492,0.2044645378505403
86,185,0.4214119895706636,110,23,437887,73,117,67,102,0.13541539909816125
104,170,0.19238004477733706,154,21,524962,56,147,188,119,0.0702373274469903
129,232,0.24352413784095173,116,24,949736,43,86,120,357,0.3671409433600723
36,176,0.47791378209194724,13,23,186739,64,37,11,307,0.26521109555544575
99,161,0.5915665762837307,86,19,930676,11,42,61,66,0.1556285233247705
66,84,0.14942583022879263,45,19,787158,44,22,41,166,0.04189117015107513
62,112,0.6728671658529333,2,15,529094,89,84,48,146,0.38489267207162
65,115,0.7474202582072557,37,19,193549,65,72,23,294,0.39801337514098084
99,86,0.4879285745151354,15,11,638956,78,187,24,130,0.0649575730766157
136,73,0.6084318622233114,163,21,953174,71,122,153,363,0.24100409520412341
124,221,0.5190590929713845,154,21,223576,96,18,80,282,0.07959510215649673
43,234,0.4858442886599079,89,11,758325,50,138,148,10,0.34686829988664253
46,169,0.35956093062333205,26,23,718430,42,109,60,131,0.03709649174430674
104,130,0.09032881655145075,14,23,965333,83,158,157,56,0.44492695177245023
103,128,0.57402977570363,145,14,312772,66,134,53,461,0.17492704819029004
40,238,0.1231926432308974,185,11,397678,75,187,185,467,0.2831504871238677
121,132,0.08357946842247066,137,16,581511,76,76,76,464,0.1687277556503129
35,162,0.7684785480774742,107,19,793807,43,48,100,187,0.4031339475788588
98,138,0.42116938675668913,29,14,475888,18,33,102,231,0.29617596375674987
82,209,0.30166693186256655,20,18,902619,68,90,54,81,0.34967079016405084
79,75,0.9902481409113048,34,23,970994,72,100,117,166,0.11017607071683494
86,81,0.7884169192323368,148,10,677987,33,155,70,211,0.2548843213493217
62,230,0.5041031219835667,64,20,490205,16,36,185,91,0.3030309971450988
33,196,0.7832271173071949,143,17,895448,73,193,82,94,0.05004153988998977
144,128,0.1683232048913964,51,16,521997,27,159,69,240,0.00024943395089627174
58,116,0.5435740170093305,167,23,902073,94,44,76,361,0.32132484832272373
87,65,0.461417557811735,199,14,276955,20,10,4,234,0.20839213307369003
60,163,0.04153508105007919,156,20,973238,59,147,176,204,0.19998847478572723
97,128,0.8204451571227278,95,19,493355,83,4,31,477,0.053019725293501796
74,123,0.7053554575156175,72,21,398144,71,97,116,317,0.297153785690676
86,61,0.7418283930165323,134,11,851812,38,171,168,386,0.07524891445555215
110,180,0.9910803228658253,109,23,231063,47,3,47,294,0.1876456355754021
